T1_Tank_1	T1_Tank_2	T1_Tank_3	T1_Tank_4	T1_Tank_5	T1_Tank_6	T1_Tank_7	T1_Tank_8	T1_Tank_9	T1_Tank_10	T2_Tank_1	T2_Tank_2	T2_Tank_3	T2_Tank_4	T2_Tank_5	T2_Tank_6	T2_Tank_7	T2_Tank_8	T2_Tank_9	T2_Tank_10	T3_Tank_1	T3_Tank_2	T3_Tank_3	T3_Tank_4	T3_Tank_5	T3_Tank_6	T3_Tank_7	T3_Tank_8	T3_Tank_9	T3_Tank_10	T3_EM1	T3_Lambda
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5833	3	4	1	0	0	0	0	0	3	0	1	0	0	0	0	0	1	4	12	0	2	0	0	1	0	1	0	1	55	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5834	0	0	0	0	0	0	1	2	0	1	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5835	2	560	5	0	0	29	41	5	10	85	1	2	3	0	0	18	4	3	21	3	10	4	3	0	1	0	13	5	55	4	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5836	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5837	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	6	0	0	0	0	0	2	0	0	1	6	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5838	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5839	18	504	26	22	3	71	63	10	30	1886	8	33	2	2	3	34	114	101	147	33	10	5	1	6	3	1	21	28	159	44	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5840	1	4	0	2	0	2	3	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	1	4	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5841	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	6	0	1	0	0	0	0	0	1	0	4	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5843	1	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	11	0	2	0	0	0	0	0	0	3	32	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5844	0	7	2	1	0	3	1	3	0	4	0	1	0	0	1	1	2	2	3	0	0	0	0	0	1	0	0	3	6	1	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5845	1	2	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	2	11	0	1	0	0	0	0	0	0	1	20	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5846	1	4	0	0	0	0	1	0	2	12	0	0	0	0	0	0	0	2	4	1	1	1	1	0	0	0	1	2	21	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5847	0	2	0	1	0	0	1	0	0	6	0	0	0	0	0	0	0	1	15	0	1	0	0	0	1	0	0	0	15	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5848	2	13	2	0	0	4	5	4	7	5	4	0	0	0	0	1	0	4	25	1	5	1	0	0	0	0	2	2	59	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5849	31	981	25	59	6	135	87	21	38	6483	3	65	0	2	1	41	67	164	55	116	22	9	1	30	3	1	18	25	90	129	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5850	55	26	44	2	0	26	56	8	87	4	44	5	1	1	1	13	10	49	375	1	105	7	2	1	3	0	20	6	912	0	1	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5851	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5852	3	32	1	1	2	3	1	0	3	9	0	0	0	0	0	1	3	5	12	1	4	1	0	0	3	0	1	2	31	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5853	2	6	0	0	0	2	6	1	4	4	0	2	0	0	0	1	1	3	29	0	2	0	0	0	0	0	2	3	34	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5854	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5855	1	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5857	0	1	1	0	0	1	0	1	2	0	0	1	0	0	0	0	1	0	4	0	2	0	1	0	2	0	0	1	4	1	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5858	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5859	0	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5860	1	10	0	1	1	0	2	0	3	3	1	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	1	1	32	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5861	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5863	1	6	2	1	0	2	4	4	2	0	1	0	0	0	0	0	1	1	11	0	3	1	0	0	0	0	2	0	27	1	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5864	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5865	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5866	1	3	2	0	1	0	3	0	1	12	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	1	1	7	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5867	0	1	1	0	0	1	2	0	2	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5868	1	5	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	1	3	0	4	0	0	0	0	0	0	0	4	1	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5869	3	12	0	3	13	5	6	1	4	10	0	0	0	0	2	0	1	4	9	0	1	0	0	1	1	0	1	0	15	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5870	3	2	1	0	0	0	2	1	2	0	2	0	0	0	0	0	0	4	18	0	9	1	0	0	0	0	1	0	80	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5871	0	5	0	0	1	0	1	0	1	5	1	0	0	1	0	0	0	2	11	0	1	0	0	0	0	0	1	2	16	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5872	0	10	0	2	0	0	1	4	0	4	0	1	0	0	5	0	3	5	3	0	0	3	0	0	3	0	0	1	7	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5873	1	1	0	0	0	0	0	0	0	4	2	0	0	0	0	2	0	1	5	0	0	0	0	0	0	0	1	0	3	1	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5874	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5875	2	15	1	0	0	1	3	0	1	50	0	1	0	1	0	0	3	2	4	0	1	0	1	0	0	0	1	1	8	4	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5876	0	9	0	0	0	0	5	0	1	4	0	0	0	0	0	0	1	0	24	0	2	0	0	0	0	1	1	2	47	2	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5877	4	20	0	9	2	2	8	8	8	16	2	1	1	1	0	5	7	11	45	0	10	1	1	0	2	0	6	2	82	1	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5878	0	3	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5879	2	4	2	0	0	0	3	2	3	1	1	0	0	0	1	0	1	7	8	2	5	0	0	0	0	0	2	2	32	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5880	1	9	0	1	0	5	0	1	0	6	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	1	3	11	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5881	73	8	61	0	0	0	38	1	112	0	44	0	0	0	1	2	10	118	575	2	120	3	2	0	2	2	13	8	1254	1	1	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5882	301	89	164	1	2	20	91	16	434	7	194	3	1	2	3	8	12	340	2317	2	478	7	5	3	4	4	48	37	3578	4	2	1
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5883	6	56	3	1	0	4	10	3	13	9	5	0	0	0	1	0	1	17	127	0	9	0	0	0	3	0	4	7	157	1	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5884	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	6	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5885	0	1	0	0	0	0	0	0	0	3	0	0	0	0	5	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5886	0	3	0	0	0	3	0	2	1	27	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	2	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5887	0	2	0	0	1	0	1	0	1	14	0	0	0	0	1	1	0	1	2	0	2	0	1	1	0	0	1	2	16	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5888	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	1	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5890	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5891	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5892	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae___OTU_5893	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Salinisphaerales_Salinisphaeraceae___OTU_5894	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_<NA>___OTU_5895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae___OTU_5896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae___OTU_5897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae___OTU_5898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae___OTU_5899	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae___OTU_5900	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae___OTU_5901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae___OTU_5902	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae___OTU_5903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae___OTU_5904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae___OTU_5905	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae___OTU_5906	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae___OTU_5907	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae___OTU_5908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae___OTU_5909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae___OTU_5910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae___OTU_5911	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae___OTU_5912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5913	0	0	0	0	0	1	3	0	0	0	0	0	1	1	0	4	22	0	1	0	0	0	0	0	6	0	0	2	1	0	0	6
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5916	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5918	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5919	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5933	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5943	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5946	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5948	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae___OTU_5951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
