T1_Tank_1	T1_Tank_2	T1_Tank_3	T1_Tank_4	T1_Tank_5	T1_Tank_6	T1_Tank_7	T1_Tank_8	T1_Tank_9	T1_Tank_10	T2_Tank_1	T2_Tank_2	T2_Tank_3	T2_Tank_4	T2_Tank_5	T2_Tank_6	T2_Tank_7	T2_Tank_8	T2_Tank_9	T2_Tank_10	T3_Tank_1	T3_Tank_2	T3_Tank_3	T3_Tank_4	T3_Tank_5	T3_Tank_6	T3_Tank_7	T3_Tank_8	T3_Tank_9	T3_Tank_10	T3_EM1	T3_Lambda
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2879	1	0	0	7	19	40	0	4	1	0	0	6	0	178	109	475	5	111	1	1	0	16	1	190	38	23	29	2	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2880	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	8	1	4	0	0	1	0	0	1	1	1	1	0	0	1	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2881	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2888	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2890	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	3	3	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2891	1	0	0	0	3	1	0	0	0	0	0	0	0	2	11	47	5	10	1	0	0	0	0	3	1	0	1	3	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2892	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2893	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2894	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2895	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2897	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae___OTU_2898	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae___OTU_2899	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2900	2	0	0	1	1	1	0	6	0	0	14	1	0	4	0	15	85	2	5	2	4	2	0	4	0	1	3	24	4	1	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2901	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2902	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	9	1	3	0	1	0	0	1	0	0	0	5	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2903	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2904	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	11	1	0	0	0	0	0	0	0	0	3	3	0	1	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2905	0	0	0	0	0	1	0	5	0	0	0	1	1	1	0	5	63	1	1	1	3	1	0	3	0	0	5	19	0	1	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2906	0	0	5	1	1	2	0	82	0	0	2	0	2	2	1	19	976	9	0	0	4	1	2	4	0	0	9	170	2	0	11	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2907	1	0	0	0	0	0	0	8	0	0	1	1	0	2	1	4	122	0	1	0	1	0	0	3	0	0	5	40	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2908	0	0	0	0	0	4	0	12	0	0	1	1	0	1	0	3	115	0	1	0	1	0	0	0	0	0	2	31	0	1	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2909	8	5	0	9	1	1	0	47	3	0	24	4	1	24	1	42	1756	2	12	0	24	5	1	17	0	2	12	344	17	4	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2910	2	0	1	0	2	3	0	4	0	0	2	0	0	0	12	8	132	4	0	4	2	0	0	2	1	1	1	48	5	3	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2911	0	0	4	0	0	0	0	25	0	0	1	0	1	2	0	7	594	2	2	2	3	0	0	2	0	0	12	160	1	1	17	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2912	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	5	0	0	2	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2913	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2916	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2917	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2918	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2919	0	0	0	0	0	1	0	0	0	0	0	1	0	7	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2920	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2922	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2925	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2926	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2927	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2929	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2932	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae___OTU_2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2934	0	1	0	5	0	0	0	1	0	0	1	0	0	266	0	1	1	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2935	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2936	4	0	0	41	0	4	0	2	0	0	38	0	0	1194	6	11	6	0	21	0	7	0	0	73	1	0	0	4	10	0	28	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2937	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2938	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2939	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2940	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2941	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2942	0	0	0	0	0	0	0	0	0	0	4	0	0	16	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	71	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2943	0	0	0	1	0	0	0	0	0	0	4	0	0	25	0	0	0	0	1	0	2	0	0	4	0	0	0	0	1	0	43	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2944	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2945	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2946	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2947	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2948	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2949	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2950	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2952	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae___OTU_2953	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Proteinivoraceae___OTU_2954	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2955	27	0	0	17	1	7	0	3	11	1	99	11	0	13	0	58	123	1	79	0	55	1	0	17	0	4	12	28	128	2	61	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2959	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2960	3	0	0	0	0	0	0	0	0	0	5	0	0	2	0	2	10	0	1	0	2	0	0	0	0	0	2	2	5	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2961	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	2	0	2	0	0	0	0	0	0	1	0	1	2	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2963	3	0	0	0	0	1	0	2	0	0	10	0	3	2	0	17	18	2	8	2	7	0	5	0	0	1	8	11	16	13	77	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2964	1	0	0	1	0	1	0	0	1	0	4	0	0	2	1	8	9	0	2	0	1	0	0	1	0	0	0	6	3	1	5	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2965	1	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	2	0	3	0	0	0	0	0	0	0	0	1	10	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2966	1	0	0	1	2	1	0	1	0	0	7	0	0	0	0	29	37	1	4	1	2	0	0	2	0	0	5	25	4	0	3	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2968	1	0	0	0	0	4	0	0	0	0	3	0	0	1	0	12	4	0	0	0	1	0	0	0	0	0	2	0	5	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2969	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2970	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	1	0	2	0	0	0	0	0	0	0	6	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2971	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2972	1	0	0	0	0	1	0	0	0	0	5	0	2	0	0	9	16	0	1	0	0	0	0	1	0	1	1	4	6	2	17	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2973	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2974	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	3	1	0	1	0	0	0	0	0	0	0	2	2	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae___OTU_2975	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Symbiobacteriaceae___OTU_2976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Symbiobacteriaceae___OTU_2977	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	4	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Symbiobacteriaceae___OTU_2978	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Symbiobacteriaceae___OTU_2979	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae___OTU_2980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae___OTU_2981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae___OTU_2982	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae___OTU_2983	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae___OTU_2984	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae___OTU_2985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae___OTU_2986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae___OTU_2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae___OTU_2988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Natranaerobiales_Natranaerobiaceae___OTU_2989	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria_Firmicutes_Clostridia_Natranaerobiales_Natranaerobiaceae___OTU_2990	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria_Firmicutes_Clostridia_Natranaerobiales_Natranaerobiaceae___OTU_2991	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_<NA>___OTU_2992	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	3	4	0	1	0	0	0	0	1	0	1	0	0	1	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae___OTU_2993	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae___OTU_2994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae___OTU_2995	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae___OTU_2996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae___OTU_2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales Family III. Incertae Sedis___OTU_2998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales Family III. Incertae Sedis___OTU_2999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Negativicutes_<NA>_<NA>___OTU_3000	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	6	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0
Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae___OTU_3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_<NA>___OTU_3002	1	0	0	0	0	0	0	0	0	0	2	0	1	1	4	3	17	0	2	0	1	0	0	1	0	0	0	4	2	0	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae___OTU_3003	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae___OTU_3004	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	0	2	0	0
